,loc,country
2513,"ivry-sur-seine, france",france
2514,quelque part en mer.,-
2515,"puy-de-dôme, france",france
2516,bandal c’est paris 🇫🇷,-
2517,bzh,zimbabwe
2518,alsatia ,france
2519,"saint john, nb",canada
2520,antarctique,antarctica
2521,"la france, t'as vu",-
2522,"nord-pas-de-calais, 62 france",france
2523,hogwarts,kenya
2524,"sardaigne, italie",italia
2525,skypea,-
2526,in the world somewhere.,-
2527,e x c e d e,-
2528,moscou: rue arbat,россия
2529,"massy, france, comores",-
2530,"@paris, france",france
2531,"aisne, picardie",france
2532,"meaux, france",france
2533,a l'ouest .,france
2534,nul part ailleurs,france
2535,"monts, france",france
2536,"montreal, qc, canada",canada
2537,bretagne nantaise ,france
2538,charente-maritime,france
2539,dans le coin,france
2540,ville de québec,philippines
2541,"rio grande valley, tx",united states
2542,strasbourg/ belfort,france
2543,orléans/guadeloupe ,france
2544,alger,algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
2545,naples,italia
2546,fréjus. paris. et en voyage!,-
2547,dax,france
2548,provence vaucluse,france
2549,auvergne.,france
2550,🇹🇳🇰🇷,-
2551,artois/atrébatie,france
2552,"croissy-sur-seine, france",france
2553,genf,schweiz/suisse/svizzera/svizra
2554,positions,中国
2555,pn,pitcairn islands
2556,"cornwall, ontario",canada
2557,anjou,france
2558,out deh,micronesia
2559,🤪🌐 en psychocratie 😈🕹,-
2560,au paradis ,france
2561,a la soul society,-
2562,"territoire de belfort, franche",france
2563,tchad,tchad تشاد
2564,"ottawa, on canada",canada
2565,"bangkok, thaïlande",ประเทศไทย
2566,"là. pas là, là.",bolivia
2567,❤️29🏁44🇫🇷78🇫🇷95🇫🇷13🇫🌟,-
2568,"savigny-sur-orge, france",france
2569,île de france val d'oise,france
2570,spécialiste comm' bi digitale,-
2571,"cransac, france",france
2572,laugh tel,-
2573,"dundee, scotland",united kingdom
2574,"bourg-en-bresse, france",france
2575,"quito, ecuador",ecuador
2576,je reviens du futur,-
2577,"smallville,",south africa
2578,sarcelles,france
2579,bretagne et berlin,france
2580,nice-paris,france
2581,so cal / schweiz,-
2582,jacou _ montpellier,france
2583,"troyes, france",france
2584,"miami, fl",united states
2585,marjolenne,-
2586,"paris region, france ",france
2587,made in auvergne 🌋 6️⃣3️⃣,-
2588,todas,india
2589,"yzeure, auvergne",france
2590,st-etienne,france
2591,quelque part dans le 69,-
2592,rhône,france
2593,belgium and italy,-
2594,"haute garonne, france",france
2595,"san josé, costa rica",costa rica
2596,j'aime marya ❤️,-
2597,"verrières-le-buisson, france",france
2598,#nantes #paris,france
2599,"solliès-toucas, france",france
2600,"les mureaux, france",france
2601,92i ,polska
2602,on est là,united states
2603,france maroc,france
2604,mine de la moria khazad-dûm,-
2605,91 essonne,france
2606,marseille - france,france
2607,paris texas ranger,-
2608,76 ,france
2609,dans le sud,france
2610,guyane amazonie,france
2611,"sherbrooke, canada",canada
2612,"france, paris 11",france
2613,salle du jeu de paume,france
2614,🇵🇸🇯🇴🇩🇿,-
2615,every where you go,-
2616,"saint-denis (93), france",france
2617,@psg_inside,-
2618,conakry,guinée
2619,"calonne-ricouart, france",france
2620,"longjumeau, ile-de-france",france
2621,"arles, france",france
2622,à l'arrière garde de l'avant garde,-
2623,"st leo, fl",united states
2624,taekook - haz,-
2625,seine-saint-denis,france
2626,"goma/nord-kivu, drc",république démocratique du congo
2627,"jura, suisse",schweiz/suisse/svizzera/svizra
2628,lisboa 🇵🇹 - strasbourg 🇨🇵 ,-
2629,"vannes, bretagne",france
2630,paris 75015,france
2631,derrière toi je t'observe ,-
2632,guadeloupe fwi,-
2633,#putinteam,-
2634,yerres ,france
2635,"nice, m’saken ",-
2636,"california, unites states",united states
2637,la matrice,france
2638,mobil ave,united states
2639,pau,france
2640,la où se trouve le fromage ,-
2641,un 4 un 9 un blond + des nems ,-
2642,"crewe, uk",united kingdom
2643,également sur parler.com ,-
2644,i’m home 🏠 ,대한민국
2645,cole world,nederland
2646,"olmeta-di-capocorso, france",france
2647,"saint-vallier, france",france
2648,île-de-france ●  rer b,france
2649,là où l'on trouve mes pieds.,-
2650,isére,france
2651,⚡annuit 🔺️cœptis ⚡🍇,-
2652,polynésie française,france
2653,"yaoundé, douala, paris, berlin",-
2654,🇫🇷 avant vatican ii -tarn 81,-
2655,séoul,대한민국
2656,"ivry-sur-seine, ile-de-france",france
2657,partout et nul part....,-
2658,earth ,united states
2659,💫sarasvatī🛸,india
2660,yuei,臺灣
2661,bat c,france
2662,la maison mère,france
2663,entre lyon et marseille,-
2664,france / normandie,france
2665,mantes la jolie 78,france
2666,japan,日本
2667,mes tweets n'engagent que moi.,-
2668,casablanca morocco,maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
2669,"vertou, france",france
2670,jannah❤️🙏🏽,العراق
2671,morocco,maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
2672,nantes - rouen,-
2673,"paris, france ",france
2674,"la ciotat, france",france
2675,83 | alexandrie ,مصر
2676,paris iv - paris vi  🇫🇷,brasil
2677,"epinay-sur-seine, france",france
2678,banniere by @_quentinn,-
2679,"saint-caprais, france",france
2680,narbonne  /portbou...🎵🌴☀️,-
2681,dans mes rêves,-
2682,parc des prince,ayiti
2683,"labruguière, france",france
2684,"quimper, france",france
2685,pays des lumières,france
2686,france  montcuq 46,france
2687,"lyon, rhône-alpes",france
2688,münchen ,deutschland
2689,oran,algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
2690,#resisteamfr #fbpe ,-
2691,prison-à-ciel-ouvert: france,-
2692,entre paris et bruxelles,-
2693,canada ,canada
2694,"paris, nimes",france
2695,tangiers to el gouira,-
2696,justin's creature.,-
2697,aube (10),france
2698,"nantes, fr",france
2699,"ld,lobard,zey,veen",-
2700,temporary on earth ,-
2701,🇭🇹🇯🇲,-
2702,salle du temps,france
2703,in chris pratt's arms,-
2704,she / her,polska
2705,la bastille,france
2706,@popopat91andco,-
2707,"caribean, island",-
2708,planet kronenbourg,-
2709,"brest, madrid, paris.",-
2710,dans la fusée ,-
2711,lyon mon kho ,-
2712,ouagadougou,burkina faso
2713,410 🤙🏾,danmark
2714,j'ai un mot de @ketamine1000,-
2715,adolphed'howard & montréal/qc ,-
2716,"angers, pays de la loire",france
2717,🇨🇭,-
2718,assia,deutschland
2719,mâcon,france
2720,🦋🦇🐬 dans la nature,france
2721,"montrouge, france",france
2722,"sherbrooke, québec, canada",canada
2723,"cergy, ile-de-france",france
2724,cherru/ l' hui,-
2725,france and worldwide,-
2726,nice europe,france
2727,"mende, france",france
2728,noosphère,ayiti
2729,"les pavillons-sous-bois, france",france
2730,"kayseri, türkiye",türkiye
2731,"tarn-et-garonne, midi-pyrénées",france
2732,macronistan ,-
2733,terre des vickings,-
2734,paris - chaves,portugal
2735,"chibougamau, québec",canada
2736,villepinte (93420),france
2737,university of cumbria alumni,-
2738,poussin,france
2739,"antibes , le cap",france
2740,le pays des bonnets à pompon..,-
2741,lausanne 🇨🇭🇫🇷,schweiz/suisse/svizzera/svizra
2742,j’suis1gars,-
2743,euskal herria,españa
2744,las vegas,united states
2745,わさびワールド✧̥,-
2746,beauvais,france
2747,le club des top gars circoncis,-
2748,devant le four..,france
2749,"rue haldimand 14, lausanne",schweiz/suisse/svizzera/svizra
2750,"piemonte, italia",italia
2751,elle change tous les jours,-
2752,"wasselonne, france",france
2753,♪ヽ(´▽｀)/,-
2754,pas de calais,france
2755,france-marseille,france
2756,tours  france,россия
2757,caribbean/martinique 97223,france
2758,freepalestine,-
2759,79,france
2760,île de france,france
2761,quelque part dans le monde ,-
2762,"lavalistan, québec, canada ",-
2763,que la miff ,-
2764,"san francisco, ca",united states
2765,🅦🅗🅔🅡🅔 🅨🅞🅤 🅦🅐🅝🅣,-
2766,montpellier et est-hérault,-
2767,oa 2021,eesti
2768,paris  et anjou.,france
2769,vogue merry,-
2770,    f / d/sf(ca)/milano/sp,-
2771,cœur en terres celtes,-
2772,sahara,algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
2773,"le pin, france",france
2774,são paulo,brasil
2775,42,france
2776,alsace,france
2777,luxembourg i dijon,-
2778,lillebonne - france ,france
2779,allaines ,france
2780,"neverland, laponie",-
2781,"new orleans, la",united states
2782,"saint-etienne, frankreich",france
2783,the world that never was,-
2784,nouakchott 🇲🇷,موريتانيا
2785,"corcelles-lès-cîteaux, france",france
2786,"neufchâteau, france",france
2787,"cape town, south africa",south africa
2788,denial,臺灣
2789,paris - ile-de-france,france
2790,st-jerome,canada
2791,velodrome|cayenne,france
2792,bretagne (france),france
2793,suisse ,schweiz/suisse/svizzera/svizra
2794,l’elysee,france
2795,potichatland,-
2796,côte d'azur / paris ,france
2797,sur la tête,france
2798,"occitania, france",france
2799,the earth,malaysia
2800,saint jean de luz,france
2801,🏳️‍🌈 + 🇩🇪 + 🇲🇬 ,-
2802,athènes,ελλάς
2803,mont de marsan/metz,-
2804,"reality, usa",united states
2805, ⵣ,canada
2806,pantruche,france
2807,luxembourg | kribi ,-
2808,"dompierre-sur-mer, france",france
2809,heidelberg,deutschland
2810,michelalain.picos@gmail.com ,-
2811,dans ma belle france ,france
2812,the real world,united kingdom
2813,"wahran, el jazaïr",algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
2814,alter ego de @_dowsha_,-
2815,#jenemeconfineraipas,-
2816,rain and sun ☔ 🌞 🌈 🌊,deutschland
2817,france citoyenne ,france
2818,mennecy france,france
2819,thaïlande ,ประเทศไทย
2820,aburdistan dictature française,-
2821,gaia,españa
2822,pays de la loire,france
2823,franche comte,france
2824,paris 3,france
2825,civry/serein massangis,france
2826,marie galante,france
2827,guadeloupe - france,france
2828,"chaumontel, france",france
2829,(discrétion professionnelle),-
2830,arcachon-pyla33,-
2831,"massy, france",france
2832,"saint-hilaire-de-riez, france",france
2833,poitiers & la rochelle,france
2834,southampton ,united kingdom
2835,"armentières,nord-pas-de-calais",france
2836,"belfast, northern ireland",united kingdom
2837,scapa flow,united kingdom
2838,karakura,india
2839,"dakar;ngor,almadies extention",-
2840,we,österreich
2841,citoyenne du monde,-
2842,"morbihan, yonne, moselle ",-
2843,"un peu partout, ici surtout !!",-
2844,nantes et paris,france
2845,"malaga, andalousie",españa
2846,"ontario, canada",canada
2847,montreuil / paris / france,france
2848,"orchies, france",france
2849,💙,-
2850,93390 ,france
2851,"alès, france",france
2852,utumno,-
2853,seireitei 瀞霊廷,-
2854,"petite-rosselle, france",france
2855,wingles,france
2856,des ollieres 63auvergne,-
2857,"strasbourg, in design",-
2858,plus de place dans ma cave.,-
2859,beaujolais du sud :-),france
2860,"cleveland, oh",united states
2861,wisteria lane 🌸🌹🌸,united states
2862, la banlieue et pas des cieux ,-
2863,dresden,deutschland
2864,paris / alger,france
2865,"saint sampson, bailiwick of guernsey",guernsey
2866,"east palestine, oh",united states
2867,france auvergne,france
2868,rdcongo,république démocratique du congo
2869,silicose valley,-
2870,"melmac, au fond à droite",-
2871,"lambeth, london",united kingdom
2872,"seine-saint-denis, ile-de-france",france
2873,here,bosna i hercegovina / босна и херцеговина
2874,paslà,bolivia
2875,ile de la reunion ,france
2876,"franche-comté, bade-wurtemberg",-
2877,los angeles,united states
2878,le monde à l'endroit,-
2879,"psycho, metz",-
2880,normandie - france,france
2881,"le mans, france ",france
2882,"paris, xiv",chile
2883,geneva (soon),-
2884,atuona,france
2885,"une ville, france",france
2886,dk,danmark
2887,en france paraît il ,-
2888,issy les moulineaux  (france),france
2889,originaire ile de la réunion ,-
2890,"riom, france",france
2891,rocquencourt,france
2892,𝟭𝟲♡,france
2893,san francisco,united states
2894,la rochelle,france
2895,@versailles @varangéville,-
2896,virage nord (c’est ma maison) ,-
2897,paris mais je peux me deplacer,-
2898,carefree land - guadeloupe,-
2899,poblado por luz y sombra,-
2900,lac du bourget,france
2901, humana-area.✝️🇫🇷🇪🇸,españa
2902,"saint-cyr-l'ecole, france",france
2903,"brouchaud, france",france
2904,haute corse,france
2905,"thetford mines, québec",canada
2906,république bretonne ,france
2907,sur un nuage ,france
2908,"strasbourg, lund, bruxelles",-
2909,🇺🇳,-
2910,"segamat, malaysia",malaysia
2911,in the dog house,united kingdom
2912,"ahmadabad city, india",india
2913,"menton, france",france
2914,"les molières, france",france
2915,mauricie,canada
2916,"soufflenheim, france",france
2917,"dar bouazza, royaume du maroc",maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
2918,poitiers/niort,france
2919,insta : medusa.dickinson,-
2920,france 88 déodatie,france
2921,☉ ♊︎  ☽ ♋︎  ↑♍︎,-
2922,"baltimore, md, usa",united states
2923,"hautes-laurentides,pq",-
2924,"sicile, italie",italia
2925,"paris,tours...& djibouti",-
2926,"béziers, languedoc-roussillon.",france
2927,en quête de vérité,-
2928,france paris,france
2929,anglet 64600,france
2930,🤷🏾‍♀️,-
2931,onigashima,日本
2932,nevers,france
2933,mons hainaut belgique,belgië / belgique / belgien
2934,j,argentina
2935,liberland,liberland
2936,"montréal, corée du nord ",-
2937,"lagord, france",france
2938,quelque part en toi...,-
2939,𝑟,-
2940,quelque part dans le 95,-
2941,64,france
2942,snk world,-
2943,herblay 95220 france,france
2944,trantor ,united states
2945,victoriaville,canada
2946,sarthe,france
2947,"istanbul, turkey",türkiye
2948,paris - lorient- groix,-
2949,"miami beach, fl",united states
2950,france - usa - argentina ,-
2951,in ur heart ,canada
2952,laval - france,france
2953,"idf, france",france
2954,"bochum, deutschland",deutschland
2955,31 france,france
2956,u,venezuela
2957,empire chérifien ,-
2958,"utrecht, pays-bas",nederland
2959,kinshasa | goma (drc),république démocratique du congo
2960,valencia; españa,españa
2961,"epinal, vosges",france
2962,nancy-metz,france
2963,galsen,-
2964,bamako | ouaga | abidjan ,-
2965,ouistreham  basse-normandie,-
2966,the rabbit hole,united kingdom
2967,blm,brasil
2968,not so far from paris,-
2969,bruxelles - brussels,belgië / belgique / belgien
2970,"mayenne, pays de la loire",france
2971,"chalais, france",france
2972,dans mon pelage,-
2973,dans le complot,-
2974,paris 75018 / bruxelles,belgië / belgique / belgien
2975,"baie du tombeau, ile maurice",-
2976,"saint-sauveur, québec",canada
2977,ici 😁,viti
2978,blaugrana al vent,-
2979,"paris, france 75015",france
2980,7 ième ciel,-
2981,"rio de janeiro, brasil",brasil
2982,🏝️,-
2983,light fume l matin midi soir ,-
2984,"oupeye, belgique",belgië / belgique / belgien
2985,"bruxelles, meknes ",-
2986,"alger                                                                                               , algeria",algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
2987,antibes.france,france
2988,"baba, ecuador",ecuador
2989,"chaumes-en-brie, france",france
2990,province québec,españa
2991,♐️ ,-
2992,"bordeaux ""elle"" ""she""",-
2993,comvoissi en diktaturr,-
2994,dans ma tête,-
2995,en dictature française,-
2996,planet venus,deutschland
2997,fox river,united states
2998,paris 75007,france
2999,anywhere to be found ,-
3000,casablanca,maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
3001,nouveau monde,france
3002,"port de jaffa, israel",ישראל
3003,le cosmos ,france
3004,burkina faso ,burkina faso
3005,"antibes, france",france
3006,rhone ,france
3007,raimon ⚡,brasil
3008,lausanne 🇨🇭,schweiz/suisse/svizzera/svizra
3009,urbi et orbi,polska
3010,🥨🇨🇵🇵🇹🍺🇪🇦🇩🇪,-
3011,clermont-ferrand,france
3012,petit-rocher-sud,canada
3013,anyone knowing will understand,-
3014,"sochaux, france ",france
3015,"expat. mexique, la paz, bcs",-
3016,"côte-d'or, bourgogne",france
3017,matricule #911 #carrefour,-
3018,"alicante, espagne",españa
3019,moskau,россия
3020,yuh,france
3021,irlande,éire / ireland
3022,world... planet earth 🌎 ,-
3023,bassin d'arcachon ♦️🐞,france
3024,verdansk,-
3025,niort (entre autres),-
3026,se unió en diciembre de 2020,-
3027,"bordeaux , gironde",france
3028,"tls, france",france
3029,"ain, rhône-alpes",france
3030,🇹🇷🇫🇷,-
3031,tous nos articles : ,-
3032,"evin-malmaison, france",france
3033,saint-gengoux-le-national,france
3034,alfortville,france
3035,la ville des p'tit lu,-
3036,meme pas peur,france
3037,bamako,mali
3038,paris/,france
3039,tokyo,日本
3040,senegal +221 775473580,-
3041,petting the fat cat,-
3042,"viña del mar, chile",chile
3043,🥨 🇫🇷 🇪🇺 🌍,-
3044,"""communauté nationale""",españa
3045,anime world 💥,united states
3046,anywhere betw. n 55° and s 55°,-
