,loc,country
936,zegama/gipuzkoa/euskadi,españa
937,"morón, argentina",argentina
938,el puerto de santa maría,españa
939,dominican republic 🇩🇴 ❤,república dominicana
940,"üt: 19.43605,-99.18357",-
941,she/they | debajo de tu cama,-
942,medellín-antioquia ,colombia
943,"guanajuato, mexico",méxico
944,"puerto ordaz , venezuela.",venezuela
945,barranquilla - colombia,colombia
946,"rio ceballos, argentina",argentina
947,en parte libre del mundo,-
948,"pozuelo de alarcón, españa",españa
949,"cipolletti, argentina",argentina
950,entre tomé y concepción,-
951,"aljarafe sevillano, andalucía",-
952,españa ( madrid ),españa
953,"yucatán, méxico",méxico
954,"v región, chile",chile
955,$hile se vende,-
956,en el planeta tierra.,-
957,"san juan, argentina",argentina
958,ecatepec de morelos,méxico
959,"huesca, españa",españa
960,"soria, españa",españa
961,mar del plata-rep argentina,-
962,"saltillo coahuila, méxico",méxico
963,las palmas,españa
964,"malaga, españa",españa
965,mi casa,singapore
966,la rioja - argentina,argentina
967,valencia venezuela,venezuela
968,perusalen,-
969,"ibagué, colombia",colombia
970,"ensenada, argentina",argentina
971,"trujillo, venezuela",venezuela
972,"zacatecas, méxico",méxico
973,boedo - caba,argentina
974,novelda (alicante) ,españa
975,hong kong,中国
976,lima  peru,perú
977,de vélez málaga.vivo sevilla,-
978,"la francia, cordoba, argentina",argentina
979,no me encuentro,-
980,bélgica,belgië / belgique / belgien
981, cel 099 800 925,-
982,ʜᴇ-ᴛʜᴇʏ,france
983,"encarnacion, paraguay",paraguay
984,"las rozas de madrid, españa",españa
985,ciudaa guayana,-
986,en algún lugar de la galaxia...,-
987,"malaga, spain",españa
988,pays de gex,france
989,"altagracia de orituco, venezue",-
990,pilar,philippines
991,"bolívar, venezuela",venezuela
992,vilanova del passerell,-
993,worldwide,república dominicana
994,"mexico, city",united states
995,"maldonado, uruguay",uruguay
996,"unicipio pepillo salcedo, domi",-
997,en mi empobrecida españa. ,-
998,la coruña,españa
999,"morteros, cba",argentina
1000,valentin alsina,argentina
1001,"chiloé, los lagos",chile
1002,getafe ( madrid ),españa
1003,rou.,belgië / belgique / belgien
1004,"atlanta, ga",united states
1005,"chañaral - viña del mar, chile",chile
1006,"roquetas de mar, españa",españa
1007,kirchneristán ,-
1008,"tres cruces, puebla",méxico
1009,"cádiz, andalucía",españa
1010,"la paz, bcs",méxico
1011,"anto domingo de guzmán, domini",-
1012,no sigo artistas,-
1013,"39.163352,-0.253413",españa
1014,bernal,argentina
1015,utopia,united states
1016,"texas, usa",united states
1017,cedemequis,-
1018,"cajamarca, peru",perú
1019,gdl;jal;mx;,méxico
1020,"santa rosa, la pampa",argentina
1021,barahona; rep. dom...,-
1022,el niágara (en bicicleta),-
1023,"villarrica, paraguay",paraguay
1024,"merida, venezuela",venezuela
1025,lima - peru,perú
1026,"baja california, méxico",méxico
1027,കേരളം,india
1028,madrid // españa,españa
1029,"salina cruz, oaxaca",méxico
1030,"puebla,puebla. ",méxico
1031,barcelona ,españa
1032,mallorca,españa
1033,"españa, el norte a la derecha",-
1034,facultad de medicina - udelar,-
1035,san miguel de allende,méxico
1036,puerto cabello-venezuela,venezuela
1037,venezuela · suramérica,venezuela
1038,"chorrillos, lima, peru",perú
1039,"tlaxcala, méxico",méxico
1040,हिंदुस्तान का दिल ❤️,-
1041,"caracas dc, ve.",venezuela
1042,"curanilahue, chile",chile
1043,ciudad de méxico.,méxico
1044,"ni dios , ni amo  !!",-
1045,ask.fm/c4rmen7,-
1046,𝐸𝑧𝑝𝑖𝑎𝑠❤️ ,-
1047,lima-perú,perú
1048,san salvador,el salvador
1049,"campeche, méxico",méxico
1050,en telegram,-
1051,"coyoacán, distrito federal",méxico
1052,"samborondon, ecuador",ecuador
1053,bonaerense ,perú
1054,"narni, umbría",italia
1055,tu casa,united states
1056,"cuauhtémoc, distrito federal",méxico
1057,"juárez, chihuahua",méxico
1058,"uviéu, asturies",españa
1059,ciudad bolivar-estado bolivar ,venezuela
1060,la paz,bolivia
1061,"ourense, galiza",españa
1062,"catalunya, espanya",españa
1063,cono sur,chile
1064,"aguascalientes, mexico",méxico
1065,"la rioja, argentina",argentina
1066,rio de janeiro,brasil
1067,"portuguesa, venezuela ",venezuela
1068,buenos aires argentina,italia
1069,"cieneguilla, peru",perú
1070,"comunidad valenciana, españa",españa
1071,"táchira, venezuela",venezuela
1072,palancaraja📒📚,-
1073,🇪🇸 spain,españa
1074,"rubí, españa",españa
1075,"san pedro, buenos aires",argentina
1076,aun no identificada.,-
1077,invernalia,españa
1078,"jalisco, méxico",méxico
1079,al final del arcoiris,-
1080,"la victoria, venezuela",venezuela
1081,puerto ordaz,venezuela
1082,"villa del parque,buenos aires.",argentina
1083,"yaracuy, venezuela",venezuela
1084,tabarnia,-
1085,bogotá. colombia,colombia
1086,"ocumare del tuy, venezuela",venezuela
1087,"hermosillo,sonora",méxico
1088,en un lugar de la mancha...,-
1089,peruzuela ,-
1090,somewhere in the world,-
1091,mexico d.f.,méxico
1092,"en laxaria, reino de sakria.",-
1093,"clearwater, fl",united states
1094,"espanya, barcelona",españa
1095,brussels,belgië / belgique / belgien
1096,todo mal,-
1097,"guadalajara de buga, colombia",colombia
1098,"moreno, argentina",argentina
1099,"totana, región de murcia",españa
1100,navarra-nafarroa,españa
1101,maracaibo ,venezuela
1102,galicia,españa
1103,venezuela- tachira,venezuela
1104,bts 💜,slovensko
1105,"morelia, michoacán",méxico
1106,"tapachula, chiapas",méxico
1107,marbella (málaga),españa
1108,"concepcion, paraguay",paraguay
1109,"cox, españa",españa
1110,"xalapa, veracruz de ignacio de",méxico
1111,tucuman,argentina
1112,"san vicente, el salvador",el salvador
1113,"miguel hidalgo, distrito feder",-
1114,miami - madrid - buenos aires,-
1115,queretaro,méxico
1116,"ccasares,chiv,mdp,lp,bs as.arg",-
1117,peru 🇵🇪,perú
1118,"eijsden-margraten, limburg",nederland
1119,"amambay, paraguay",paraguay
1120,jujuy,argentina
1121,santiago - conce - valpo ,-
1122,cargando ubicación...,-
1123,"peru-lima,suquillo",-
1124,"lugo, españa",españa
1125,"manizales, colombia",colombia
1126,valera,venezuela
1127,los frailes.,méxico
1128,cadizfornia,-
1129,barquisimeto-venezuela,venezuela
1130,buenos aires 🇦🇷,argentina
1131,uruguay-france,uruguay
1132," mendoza, argentina",argentina
1133,virreinato de nueva españa,-
1134,donde la vida me lleve,-
1135,orlando 2017,méxico
1136,san sebastian de los reyes,españa
1137,bcn,méxico
1138,"pichincha, ecuador",ecuador
1139,"barcelona, catalunya",españa
1140,"santiago, dominican republic",república dominicana
1141,punta del este,uruguay
1142,puebla pue,méxico
1143,"berlin, germany",deutschland
1144,aún en latinoamérica😔,-
1145,el pais de las sombras largas,-
1146,del mas alla por no star aca..,-
1147,middlesex,united kingdom
1148,américa latina ,cuba
1149,adrogue,argentina
1150,bolívar ,colombia
1151,aldea global,nicaragua
1152,"cali, valle del cauca",colombia
1153,iceland,ísland
1154,lucid dreams,indonesia
1155,bogotá ,colombia
1156,spirit in the sky,united states
1157,ig & snap: ilaurahernandez,-
1158,"posadas, argentina",argentina
1159,la friendzone,belgië / belgique / belgien
1160,"arteixo (a coruña) ,  españa.",españa
1161,ciudad bolivar,venezuela
1162,"puebla, mx",méxico
1163,la zona metro,-
1164,bokita,brasil
1165,"halandri (athens), greece",ελλάς
1166,"¡despertad, c0ñ0! ⚖️🗽",-
1167,"bustarviejo, españa",españa
1168,"isla mujeres, quintana roo",méxico
1169,belen🏠,deutschland
1170,"xalapa, veracruz de ignacio de la llave",méxico
1171,san carlos - estado cojedes,venezuela
1172,asuncion_paraguay,paraguay
1173,"arteaga, coahuila de zaragoza",méxico
1174,"silver spring, md",united states
1175,zulia/venezuela,venezuela
1176,de todo el mundo,united states
1177,"cádiz, españa",españa
1178,bilbo // madriz,-
1179,"washington, dc metro area",-
1180,constantina+sevilla,españa
1181,hyrule,guernsey
1182,puebla ,méxico
1183,en algún lugar del mundo,-
1184,catalan republic patriot,-
1185,guayaquil/ecuador,ecuador
1186,ciudad autónoma de buenos air,argentina
1187,"del viso, pilar. ",argentina
1188,pueltorro/calentón,-
1189,querétaro,méxico
1190,coronel de marina leonardo ros,-
1191,"ecatepec de morelos, méxico",méxico
1192,"joonie, key, 
shinnie, markie, 
james, yugy 
& bam. ♡
luna, bunnelby 
& silver. ੈ✩‧",-
1193,🌬 pr,česko
1194, estado miranda,venezuela
1195,cartagena - colombia,colombia
1196,"cunduacán, tabasco",méxico
1197,zuckeria,österreich
1198,miguel hidalgo cdmx,méxico
1199,eat shit and die!,-
1200,lambaré - paraguay,paraguay
1201,el país de la simulación,-
1202,macuspain,-
1203,punta alta.,argentina
1204,tierra de ooo,-
1205,mataró - barcelona,españa
1206,"a coruña, portugalete✌",españa
1207,"puerto vallarta, jalisco",méxico
1208, camilizerlandia 🇦🇷,-
1209,eeuu,chile
1210,tumaco,colombia
1211,"guadalajara, españa",españa
1212,provincia de manabi ,ecuador
1213,calvillo,méxico
1214,barquisimeto,venezuela
1215,"león, guanajuato",méxico
1216,"salto, uruguay ",uruguay
1217,"joaquin v gonzalz  salta, argentina",-
1218,"chía, colombia",colombia
1219,estoy se león sity,-
1220,en la mejor ciudad del planeta,-
1221,"cartagena de indias, colombia",colombia
1222,"el raval, barcelona",españa
1223,maracaibo venezuela ,venezuela
1224,de la esquina ...2 cuadras,-
1225,nyc / panamá city / bta / bq,-
1226,"daule, ecuador",ecuador
1227,"palo negro, venezuela",venezuela
1228,"la fria, tachira, venezuela",venezuela
1229,"cuenca, ecuador",ecuador
1230,chile....on the yellow road,-
1231,edomex ,méxico
1232,"leitza, euskadi",españa
1233,en la tardis,-
1234,"brooklyn, ny",united states
1235,soria,españa
1236,"mazatlán, sinaloa",méxico
1237,argentina - buenos aires,argentina
1238,"monte grande, argentina",argentina
1239,hermoso lugar,argentina
1240,el tigre edo anzoátegui,-
1241,madrid / panamá,panamá
1242,"culiacan, sinaloa.",méxico
1243,bogotá - colombia,colombia
1244,barcelona spain,españa
1245,caracas - venezuela ,venezuela
1246, el más hermoso del planeta,-
1247,san luis potosí / tamaulipasmx,-
1248,"alcalá de henares, españa",españa
1249," ezeiza, argentina",argentina
1250,b.logeswari amman thunai,-
1251,vice city,slovensko
1252,ve. co. pa. cr.,-
1253,xixon,españa
1254,caracas- vzla,venezuela
1255,"bogota, colombia",colombia
1256,en un lugar del mundo,-
1257,guayaquil-ecuador,ecuador
1258,el fin del mundo!,colombia
1259,"manacor, españa",españa
1260,donostia,españa
1261,"república argentina, caba",argentina
1262,cancun,中国
1263,"45º52.6s, 123º23.6w",-
1264,veracru,-
1265,global🇺🇳,canada
1266, méxico cdmx,méxico
1267,"paris, france",france
1268,"getafe, comunidad madrid 🇪🇦",españa
1269,città del vaticano,civitas vaticana - città del vaticano
1270,cataluña,españa
1271,glew ministro rivadavia,-
1272,"sevilla, ciudad del betis",españa
1273,guayaquil - ecuador,ecuador
1274,df,brasil
1275,vitoria-gasteiz,españa
1276,"francisco beltrão, brasil",brasil
1277,"boedo, argentina",argentina
1278,"xalapa, veracruz. méxico",méxico
1279,"colonia, uruguay",uruguay
1280,"amalfi, campania",italia
1281,she / her ,polska
1282,gotham city,united states
1283,somos la nueva venezuela ,-
1284,"juliaca, peru",perú
1285,"islas canarias, españa, áfrica",españa
1286,"madrid, españa ",españa
1287,ciudad del libertador general,argentina
1288,"wigan, england",united kingdom
1289,"caguas, puerto rico ",united states
1290,londres,united kingdom
1291,"méxico, veracruz",méxico
1292,cd méxico,méxico
1293,"¡¡ born skinny bitch 암만 살쪄도 난 마름 !!
⠀방핑크 (bangp¡nk) love bot ★ s%her
⠀⠀⠀⠀⠀🐄 read carrd byf⠀",-
1294,"toluca, estado de méxico",méxico
1295,palma de mallorca,españa
1296,region metropolitana,chile
1297,"río gallegos, argentina",argentina
1298,pr,česko
1299,"sl, mx",méxico
1300,colombia tierra querida,colombia
1301,barinas,venezuela
1302,"maresme, cataluña, españa",españa
1303,"🌻 monterrey, nuevo león",méxico
1304,"üt: 21.15908,-101.689127",-
1305,paraná,brasil
1306,quito,ecuador
1307,"en la blanca mérida, yucatán",-
1308,little mix | camila cabello,-
1309,neuquén ,argentina
1310,igualteco en el bajio,-
1311,ciudad de córdoba,argentina
1312,"guadalajara, jal.",méxico
1313, earth dweeler,-
1314,she / her ♡︎,polska
1315,"asuncion, paraguay 🇵🇾",paraguay
1316,"méxico d,f",méxico
1317,"aranjuez, madrid ",españa
1318,"aranda de duero, españa",españa
1319,"tenerife, islas canarias 🇪🇸 ",españa
1320,picrew de le autore del icon⤵️,-
1321,villa ballester,argentina
1322,panamà,panamá
1323,"la fosa común, locombia.",-
1324,"nuevo león, mexico",méxico
1325,"valparaíso, chile",chile
1326,viçosa do ceará,brasil
1327,en tu corazon ¿por? 🙈✨,-
1328,"santa maria, catamarca ",argentina
1329,margarita- tucupita-venezuela ,-
1330,"santa tecla, el salvador",el salvador
1331,🌍 ciudadano de aquí y de allá,-
1332,"medellin, colombia",colombia
1333,ibiza,españa
1334,"ushuaia, argentina",argentina
1335,nowhere,united states
1336,"monterrey, mexico",méxico
1337,"la plata,prov de bs as.",-
1338,"veracruz, méxico ",méxico
1339,córdoba/argentina ,argentina
1340,twice,대한민국
1341,emotional breakdown ,-
1342,concepción del uruguay,argentina
1343,"san nicolás de los garza, nuev",-
1344,que te importa!!!!,-
1345,"la alberca, murcia",españa
1346,moscú 🔻,россия
1347,palma de mallorca ( españa ),españa
1348,🌏 instagram: @adex.rap,-
1349,"rep. dominicana, santo domingo",-
1350,"villavicencio, colombia",colombia
1351,central perk,singapore
1352,barrancabermeja,colombia
1353,"los polvorines, argentina",argentina
1354,gandia ,españa
1355,en mí 🏡 con mí 🐥⛅,-
1356,"tonalá, jalisco",méxico
1357,"la cámpora, lugano 1y2 ✌🏼",-
1358,"oaxaca de juárez, oaxaca",méxico
1359,baires.argentina,argentina
1360,ex porteño conurbano cósmico ✌,-
1361,"toa alta, puerto rico",united states
1362,bogotà colombia,colombia
1363,somewhere in time,united states
1364,"villa hayes, paraguay",paraguay
1365,"malagón, españa",españa
1366,el infierno,méxico
1367,world,united states
1368,"bushwick, brooklyn",united states
1369,cumaná edo sucre,-
1370,venezuela-estado sucre,venezuela
1371,@koo6lov.🧸 @je0nasa.🦭,-
1372,"tijuana, bc",méxico
1373,antigua guatemala,guatemala
1374,cancún qroo méxico.,-
1375,"cartagena, colombia-ambler, pa",-
1376,provincia oriental,السعودية
1377,ciudad bolivar edo bolivar,méxico
1378,spain/argentina🚩en la carcel,-
1379,méxico  🇲🇽 ,méxico
1380,єи єℓ ραяαίѕο gαγ,-
1381,el pao edo. bolivar,-
1382,cr,italia
1383,distanciamiento argentino,-
1384,chile😷😷😷,chile
1385,montalban-carabobo,venezuela
1386,"lázaro cárdenas, michoacán",méxico
1387,plumas verdes,argentina
1388,"houston, tx",united states
1389,"victoria, tamaulipas",méxico
1390,gdl / mty ,-
1391,"c/beniferri ,39 28021madrid",-
1392,el cielo,españa
1393,roma,italia
1394,athens,ελλάς
1395, venezuela,venezuela
1396,...,-
1397,"pamplona, unión europea",españa
1398,pehuajo,argentina
1399,"la paz, méxico",méxico
1400,19 // cheol's tiddies ,-
1401,"chipiona, españa",españa
1402,chimbote,perú
1403,"villa constitucion, santa fe",argentina
1404,"españa, ue",bolivia
1405,slytherin ,canada
1406,wαιтιɴɢ нυвι deвυт ♡,-
1407,"santo domingo, dominican republic",república dominicana
1408,"puerto rico, misiones",argentina
1409,"sonora, méxico🌵",méxico
1410,montevideo uruguay ✈️,uruguay
1411,📍lakes and volcanoes🇳🇮,-
1412,guatire la rosa,venezuela
